BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Cluster
3498.2024605,1.0,0.0,0.0,0.0,2717.253917,0.0,0.0,0.0,0.416667,14.0,0.0,6500.0,1502.205631,1197.84837875,0.0,12.0,0
2872.6665254999994,1.0,2576.425,1147.83,3952.2399999999993,370.737197,1.0,0.25,0.916667,0.083333,1.0,32.5,9000.0,1914.36328275,835.64972225,0.0,12.0,0
1977.00709,1.0,1032.04,226.9,805.14,4335.919227,0.909091,0.090909,0.818182,0.545455,21.0,17.0,4000.0,3056.424974,910.707525,0.090909,11.0,0
1321.47608,1.0,45.650000000000006,45.65,0.0,495.657934,0.08333299999999999,0.083333,0.0,0.083333,1.0,1.0,1800.0,440.840439,312.560636,0.0,12.0,0
1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,2400.0,0.0,467.495765,0.0,12.0,0
2329.485768,1.0,213.34,213.33999999999997,0.0,0.0,0.25,0.25,0.0,0.0,0.0,3.0,2400.0,0.0,499.6400945,0.0,12.0,0
1139.782882,1.0,0.0,0.0,0.0,120.612912,0.0,0.0,0.0,0.083333,1.0,0.0,1200.0,151.82365100000004,409.73158475,0.0,12.0,0
1619.955708,1.0,739.44,739.44,0.0,0.0,0.666667,0.666667,0.0,0.0,0.0,11.0,6000.0,417.12853200000006,389.138517,0.0,12.0,0
3505.671311,1.0,0.0,0.0,0.0,1713.9843050000002,0.0,0.0,0.0,0.5,6.0,0.0,4000.0,0.0,735.32551825,0.0,12.0,0
4.70804099999998,0.36363600000000007,79.0,0.0,79.0,0.0,0.25,0.0,0.166667,0.0,0.0,3.0,7000.0,217.820198,121.781205,1.0,12.0,0
0.0,0.0,0.0,0.0,0.0,89.849004,0.0,0.0,0.0,0.142857,1.0,0.0,3000.0,138.02142800000001,19.901189999999986,0.0,7.0,0
4.875885000000039,0.666667,20.0,20.0,0.0,0.0,0.11111100000000002,0.111111,0.0,0.0,0.0,1.0,1500.0,26.487919000000034,60.913577000000004,0.0,9.0,0
23.39441099999999,0.27272699999999994,1346.28,0.0,1346.28,0.0,1.0,0.0,0.9999999999999999,0.0,0.0,12.0,2000.0,712.149153,54.79166000000001,0.0,12.0,0
3539.801912,1.0,2340.3924999999995,1123.11,1283.39,0.0,0.916667,0.9166670000000001,0.833333,0.0,0.0,28.5,5700.0,1936.41387475,951.905295,0.083333,12.0,0
0.6242399999999861,0.09090900000000002,389.96,0.0,389.96,0.0,1.0,0.0,0.9999999999999999,0.0,0.0,31.0,4500.0,0.0,14.71532775,0.0,12.0,0
862.07238,1.0,0.0,0.0,0.0,920.309805,0.0,0.0,0.0,0.083333,1.0,0.0,4000.0,2236.890255,214.828158,0.083333,12.0,0
2441.542991,1.0,808.0,808.0,0.0,959.857263,0.25,0.25,0.0,0.333333,6.0,4.0,4000.0,532.741699,1026.976,0.0,12.0,0
408.656365,1.0,941.6400000000001,0.0,941.64,0.0,1.0,0.0,0.9999999999999999,0.0,0.0,12.0,2500.0,1097.78942,176.610605,0.083333,12.0,0
4171.958456,1.0,0.0,0.0,0.0,5439.467563,0.0,0.0,0.0,0.583333,40.0,0.0,8000.0,1241.538024,1439.2308989999997,0.0,12.0,0
1246.624558,1.0,423.7,177.64,246.06,412.399058,0.666667,0.166667,0.5,0.083333,2.0,10.0,2000.0,577.050373,498.365419,0.0,12.0,0
3010.065828,1.0,2029.4975000000002,870.175,1757.16,7205.520805,1.0,0.9166670000000001,0.9999999999999999,0.583333,21.0,23.249999999999996,9000.0,2823.00168925,1189.76013225,0.083333,12.0,0
156.21675300000004,0.818182,1354.86,585.63,769.23,0.0,0.916667,0.333333,0.833333,0.0,0.0,34.0,5500.0,858.976682,108.319927,0.0,12.0,0
3393.351236,1.0,0.0,0.0,0.0,1008.348672,0.0,0.0,0.0,0.083333,2.0,0.0,4200.0,0.0,1039.84779625,0.0,12.0,0
3511.81224025,1.0,2315.165,857.12,1955.08,2510.352951,1.0,0.25,0.9999999999999999,0.333333,8.0,29.25,8500.0,1509.423237,1401.9253159999998,0.0,12.0,0
3831.159227,1.0,0.0,0.0,0.0,3360.228794,0.0,0.0,0.0,0.25,11.0,0.0,7000.0,1277.76778,1260.3907515,0.0,12.0,0
175.34165100000007,0.818182,1508.9,1252.3600000000001,256.54,0.0,0.666667,0.416667,0.333333,0.0,0.0,14.0,5000.0,1884.227778,136.639824,1.0,12.0,0
680.195157,1.0,1045.57,667.9499999999999,377.62,0.0,1.0,0.583333,0.9999999999999999,0.0,0.0,25.0,3000.0,552.432305,207.720441,0.0,12.0,0
223.763616,0.636364,2309.78,0.0,2309.78,0.0,0.583333,0.0,0.5,0.0,0.0,12.0,6500.0,1206.81188,99.372848,0.333333,12.0,0
1785.6269429999998,1.0,0.0,0.0,0.0,576.206382,0.0,0.0,0.0,0.25,10.0,0.0,1800.0,687.691735,478.74852225,0.0,12.0,0
54.93323099999998,0.27272699999999994,495.0,0.0,495.0,0.0,0.166667,0.0,0.166667,0.0,0.0,2.0,7000.0,1969.845566,147.049952,1.0,12.0,0
2662.629852,1.0,0.0,0.0,0.0,509.023801,0.0,0.0,0.0,0.333333,4.0,0.0,3000.0,932.418855,709.207016,0.0,12.0,0
3050.8049032500003,1.0,2549.0649999999996,590.3525,2624.18,1686.599777,1.0,0.9166670000000001,0.9999999999999999,0.5,10.0,26.5,6500.0,1888.756861,1234.0089399999997,0.0,12.0,0
1464.324632,1.0,1174.39,1174.39,0.0,0.0,0.25,0.25,0.0,0.0,0.0,8.0,9000.0,0.0,467.6656135,0.0,12.0,0
2114.158683,1.0,2579.5075,0.0,5580.85,0.0,1.0,0.0,0.9999999999999999,0.0,0.0,21.000000000000004,8500.0,3564.977774,630.00413,0.0,12.0,0
2876.396444,1.0,0.0,0.0,0.0,998.84867,0.0,0.0,0.0,0.166667,2.0,0.0,3200.0,1065.426905,1412.6480889999998,0.0,12.0,0
3440.7389482500002,1.0,0.0,0.0,0.0,4614.427403,0.0,0.0,0.0,0.333333,9.0,0.0,7000.0,3066.614272,1016.4409627499999,0.0,12.0,0
2392.917738,1.0,864.29,593.5074999999999,0.0,0.0,0.916667,0.9166670000000001,0.0,0.0,0.0,13.0,2800.0,1089.512735,1029.30351075,0.0,12.0,0
57.453201000000035,0.75,0.0,0.0,0.0,272.713302,0.0,0.0,0.0,0.125,1.0,0.0,1200.0,385.853874,84.697292,0.166667,8.0,0
4245.855092,1.0,1957.3,1077.3,880.0,0.0,0.833333,0.166667,0.583333,0.0,0.0,19.0,5000.0,1004.35474,1086.428906,0.0,12.0,0
3916.9400010000004,1.0,150.64,150.64,0.0,8362.154254,0.08333299999999999,0.083333,0.0,0.5,14.0,1.0,8125.0,2606.059389,1333.0605367500002,0.0,12.0,0
69.40554499999996,0.09090900000000002,0.0,0.0,0.0,2799.714934,0.0,0.0,0.0,0.083333,3.0,0.0,13000.0,0.0,237.65511825,0.0,12.0,0
116.65414899999996,0.27272699999999994,907.0,907.0,0.0,273.558033,0.25,0.25,0.0,0.083333,1.0,8.0,5000.0,0.0,348.84798274999997,0.0,12.0,0
4637.848144,1.0,1271.12,351.54,919.58,0.0,0.833333,0.25,0.833333,0.0,0.0,33.0,5000.0,1906.032044,1166.7808145,0.0,12.0,0
24.284970000000044,0.636364,250.6,0.0,250.6,0.0,0.583333,0.0,0.5,0.0,0.0,7.0,3000.0,319.762903,173.632006,0.0,12.0,0
3973.7625829999997,1.0,796.33,796.33,0.0,13748.47131,0.08333299999999999,0.083333,0.0,0.666667,16.0,1.0,13000.0,2297.90027775,1267.8110552500002,0.083333,12.0,0
231.10899499999994,1.0,440.0,0.0,440.0,0.0,0.916667,0.0,0.916667,0.0,0.0,22.0,4000.0,554.116542,185.091037,0.0,12.0,0
1562.633343,1.0,1330.62,1169.63,160.99,0.0,0.5,0.166667,0.25,0.0,0.0,8.0,2000.0,1020.783647,709.610053,0.0,12.0,0
2494.868559,1.0,2590.3475000000003,1390.5,4101.290000000001,0.0,1.0,0.5000000000000001,0.9999999999999999,0.0,0.0,37.0,8000.0,1015.311953,615.92402,0.0,12.0,0
706.132889,1.0,897.8600000000001,714.5199999999999,183.34,586.268966,0.916667,0.333333,0.916667,0.25,3.0,18.0,1200.0,972.358048,184.524376,0.0,12.0,0
2873.0269397499997,1.0,2640.7,593.1075000000001,12560.85,0.0,1.0,0.75,0.9999999999999999,0.0,0.0,15.25,11275.0,3016.884156,671.3212067500001,0.0,12.0,0
2235.103331,1.0,720.6,720.5999999999999,0.0,723.308724,1.0,1.0,0.0,0.083333,1.0,12.0,2500.0,1061.292471,689.118919,0.0,12.0,0
947.13081,1.0,197.06,148.66,48.4,0.0,0.333333,0.25,0.166667,0.0,0.0,5.0,1000.0,492.200419,509.384182,0.0,12.0,0
764.042156,0.818182,0.0,0.0,0.0,1307.102516,0.0,0.0,0.0,0.166667,3.0,0.0,7500.0,1566.806897,172.959728,0.0,12.0,0
3075.4501325,1.0,0.0,0.0,0.0,4002.353384,0.0,0.0,0.0,0.5,9.0,0.0,7000.0,0.0,911.71965275,0.0,12.0,0
2176.905921,1.0,2084.48,1300.4800000000002,784.0,0.0,0.666667,0.416667,0.583333,0.0,0.0,13.0,7545.454545500001,3219.621433,897.753211,0.0,12.0,0
2163.678757,1.0,2200.1349999999998,525.9100000000001,2342.83,0.0,1.0,1.0,0.9999999999999999,0.0,0.0,28.75,6500.0,3274.1837845,546.439139,0.0,12.0,0
3057.400553,1.0,1025.0,1025.0,0.0,0.0,0.08333299999999999,0.083333,0.0,0.0,0.0,2.0,7500.0,698.854095,819.682666,0.0,12.0,0
19.354558999999995,0.909091,689.7,0.0,689.7,0.0,0.833333,0.0,0.833333,0.0,0.0,10.0,10000.0,746.691026,145.54002874999998,0.0,12.0,0
264.811595,1.0,28.649999999999977,28.65,0.0,384.26178,0.08333299999999999,0.083333,0.0,0.083333,1.0,1.0,9000.0,1235.630069,194.324456,0.083333,12.0,0
1108.22253,0.909091,944.96,164.96,780.0,0.0,0.5,0.25,0.416667,0.0,0.0,9.0,1500.0,1955.198953,992.652486,0.0,12.0,0
906.573724,1.0,1039.2,80.0,959.2,103.102091,0.833333,0.083333,0.833333,0.083333,1.0,11.0,13500.0,1855.235407,468.196732,0.083333,12.0,0
1989.053871,1.0,2552.92,0.0,4059.93,555.469352,0.583333,0.0,0.5,0.166667,7.0,14.0,7000.0,3685.61062,526.3411912500001,0.0,12.0,0
1523.911458,1.0,2012.3375000000003,884.6199999999999,753.09,0.0,1.0,1.0,0.9999999999999999,0.0,0.0,31.0,6500.0,2254.26002,329.29648,0.0,12.0,0
49.20625600000005,1.0,870.24,0.0,870.24,0.0,1.0,0.0,0.9999999999999999,0.0,0.0,24.0,8000.0,835.839952,193.011166,1.0,12.0,0
3756.10176775,1.0,2428.6125,479.0725,5832.42,2444.445738,1.0,0.75,0.9999999999999999,0.75,26.0,25.25,8875.0,2413.06679825,1203.2047400000001,0.0,12.0,0
106.45597499999997,0.636364,2463.12,789.53,1673.59,0.0,1.0,0.5000000000000001,0.9999999999999999,0.0,0.0,24.5,4000.0,2573.722764,95.34222399999999,0.636364,12.0,0
119.76090399999998,0.36363600000000007,1859.34,0.0,1859.34,0.0,0.333333,0.0,0.25,0.0,0.0,4.0,2625.0,3104.275623,288.903628,0.25,12.0,0
2737.3793330000003,1.0,1926.31,1262.295,226.24,3303.1523,1.0,1.0,0.5,0.75,15.0,31.749999999999996,7900.0,0.0,720.16365475,0.0,12.0,0
1734.5100039999998,1.0,0.0,0.0,0.0,66.275851,0.0,0.0,0.0,0.166667,2.0,0.0,1800.0,363.474455,695.047804,0.0,12.0,0
2765.748281,1.0,2270.775,1032.235,2196.0,0.0,1.0,1.0,0.666667,0.0,0.0,30.500000000000004,11000.0,3213.9965829999996,1058.128452,0.25,12.0,0
1046.37041,1.0,295.0,295.0,0.0,93.579809,0.08333299999999999,0.083333,0.0,0.083333,1.0,2.0,1200.0,439.407082,362.838185,0.0,12.0,0
