Class,feature,q1,q3,iqr,lower,upper,n_outliers,outlier_fraction
DERMASON,roundness,0.89714527425,0.9249572815,0.027812007249999993,0.855427263375,0.9666752923749999,118,0.03327693175408911
DERMASON,Compactness,0.8019379369999999,0.8362848537500001,0.03434691675000012,0.7504175618749998,0.8878052288750002,38,0.01071630005640158
DERMASON,ShapeFactor1,0.0072960327500000005,0.00815902325,0.000862990499999999,0.006001547000000002,0.009453508999999999,13,0.0036661026508742244
DERMASON,ShapeFactor2,0.0019636997499999998,0.00233601075,0.00037231100000000017,0.0014052332499999995,0.00289447725,59,0.016638465877044557
DERMASON,ShapeFactor3,0.6431044557500001,0.699372357,0.05626790124999992,0.5587026038750003,0.7837742088749999,39,0.010998307952622674
DERMASON,ShapeFactor4,0.99627684875,0.9981157592500001,0.0018389105000000683,0.9935184829999999,1.0008741250000002,184,0.05188945290468133
HOROZ,Area,48958.0,58545.0,9587.0,34577.5,72925.5,21,0.01129032258064516
HOROZ,Perimeter,878.8004999999999,965.64725,86.84675000000004,748.5303749999998,1095.917375,37,0.01989247311827957
HOROZ,MajorAxisLength,356.56201695,391.66654755,35.10453060000003,303.9052210499999,444.32334345000004,54,0.02903225806451613
HOROZ,MinorAxisLength,174.9628276,193.4167645,18.453936900000002,147.28192224999998,221.09766985,9,0.004838709677419355
HOROZ,AspectRation,1.9475737545,2.118744081,0.17117032649999997,1.69081826475,2.3754995707499997,35,0.01881720430107527
HOROZ,Eccentricity,0.8581139037500001,0.88161047625,0.023496572499999924,0.8228690450000002,0.9168553349999999,64,0.034408602150537634
HOROZ,ConvexArea,49647.25,59376.5,9729.25,35053.375,73970.375,22,0.011827956989247311
HOROZ,EquivDiameter,249.670305825,273.02345872499995,23.35315289999994,214.6405764750001,308.05318807499987,25,0.013440860215053764
HOROZ,Extent,0.63629955375,0.777865926,0.14156637225000002,0.423949995375,0.9902154843750001,0,0.0
HOROZ,Solidity,0.984676067,0.9886273325,0.003951265500000023,0.97874916875,0.99455423075,164,0.08817204301075268
HOROZ,roundness,0.77988353025,0.812656201,0.03277267075000001,0.730724524125,0.861815207125,71,0.038172043010752686
HOROZ,Compactness,0.6846875025000001,0.7136645175,0.02897701499999994,0.6412219800000002,0.75713004,48,0.025806451612903226
HOROZ,ShapeFactor1,0.00664361925,0.0073250855,0.0006814662500000002,0.0056214198749999994,0.008347284875,15,0.008064516129032258
HOROZ,ShapeFactor2,0.00095082925,0.0011111685,0.00016033925,0.000710320375,0.001351677375,76,0.04086021505376344
HOROZ,ShapeFactor3,0.468796977,0.509317044,0.04052006699999999,0.4080168765,0.5700971445,52,0.02795698924731183
HOROZ,ShapeFactor4,0.99056475125,0.995791849,0.005227097749999965,0.982724104625,1.0036324956249998,140,0.07526881720430108
SEKER,Area,36408.0,42700.0,6292.0,26970.0,52138.0,37,0.018253576714356193
SEKER,Perimeter,692.9485,755.0115,62.06299999999999,599.854,848.106,39,0.019240256536753823
SEKER,MajorAxisLength,237.03708135,262.8021064,25.76502505000002,198.38954377499996,301.4496439750001,30,0.01480019733596448
SEKER,MinorAxisLength,193.91916859999998,208.74541820000002,14.82624960000004,171.67979419999992,230.98479260000008,23,0.011346817957572768
SEKER,AspectRation,1.1917684875,1.2872174539999999,0.09544896649999979,1.0485950377500004,1.4303909037499996,61,0.030093734583127776
SEKER,Eccentricity,0.5439939395,0.6296616150000001,0.0856676755000001,0.4154924262499998,0.7581631282500002,55,0.02713369511593488
SEKER,ConvexArea,36757.5,43072.0,6314.5,27285.75,52543.75,37,0.018253576714356193
SEKER,EquivDiameter,215.3046801,233.1680263,17.863346199999995,188.5096608,259.9630456,28,0.013813517513566848
SEKER,Extent,0.759973325,0.784772032,0.024798706999999975,0.7227752645000001,0.8219700925,31,0.015293537247163296
SEKER,Solidity,0.9894867305,0.9919375065,0.002450775999999988,0.9858105665000001,0.9956136705,90,0.04440059200789344
SEKER,roundness,0.935499799,0.962897751,0.027397951999999948,0.894402871,1.0039946789999998,97,0.04785397138628515
SEKER,Compactness,0.8806508435,0.9153602745,0.03470943100000001,0.828586697,0.967424421,54,0.026640355204736062
SEKER,ShapeFactor1,0.0061100485,0.006575058,0.00046500950000000034,0.005412534249999999,0.0072725722500000005,17,0.008386778490379871
SEKER,ShapeFactor2,0.0023386115,0.0027467625,0.0004081509999999998,0.0017263850000000004,0.0033589889999999997,32,0.015786877158362113
SEKER,ShapeFactor3,0.775545909,0.8378844320000001,0.06233852300000009,0.6820381244999998,0.9313922165000001,52,0.025653675382338433
SEKER,ShapeFactor4,0.9980822899999999,0.9990142015,0.0009319115000000489,0.9966844227499998,1.00041206875,98,0.048347311297483965
SIRA,Area,41612.0,47772.0,6160.0,32372.0,57012.0,14,0.005311077389984826
SIRA,Perimeter,766.71075,825.854,59.14325000000008,677.9958749999998,914.5688750000002,25,0.009484066767830045
SIRA,MajorAxisLength,285.039198,312.78498659999997,27.74578859999997,243.42051510000005,354.4036694999999,25,0.009484066767830045
SIRA,MinorAxisLength,184.97230812499998,197.13124520000002,12.15893707500004,166.73390251249992,215.36965081250008,18,0.006828528072837633
SIRA,AspectRation,1.50334834575,1.629351494,0.12600314824999992,1.314343623375,1.8183562163749998,34,0.012898330804248861
SIRA,Eccentricity,0.74668141475,0.7895073432499999,0.04282592849999989,0.6824425220000002,0.8537462359999998,32,0.012139605462822459
SIRA,ConvexArea,42128.5,48356.25,6227.75,32786.875,57697.875,14,0.005311077389984826
SIRA,EquivDiameter,230.1782872,246.627653575,16.44936637500001,205.50423763749998,271.3017031375,9,0.0034142640364188165
SIRA,Extent,0.7109282809999999,0.7892619885000001,0.07833370750000013,0.5934277197499997,0.9067625497500003,0,0.0
SIRA,Solidity,0.98687431225,0.98976207375,0.00288776150000003,0.98254267,0.9940937160000001,131,0.04969650986342944
SIRA,roundness,0.8715598760000001,0.9000779400000001,0.02851806400000001,0.82878278,0.9428550360000001,55,0.0208649468892261
SIRA,Compactness,0.7815283317499999,0.81388761325,0.032359281500000114,0.7329894094999998,0.8624265355000003,26,0.009863429438543247
SIRA,ShapeFactor1,0.00649249925,0.0069107755,0.0004182762499999994,0.005865084875000001,0.0075381898749999985,44,0.01669195751138088
SIRA,ShapeFactor2,0.0015408465,0.00181504325,0.00027419675000000003,0.001129551375,0.0022263383750000003,27,0.01024279210925645
SIRA,ShapeFactor3,0.6107865335,0.662413047,0.051626513500000026,0.53334676325,0.7398528172500001,25,0.009484066767830045
SIRA,ShapeFactor4,0.99427721475,0.9971685825000001,0.0028913677500000956,0.9899401631249998,1.0015056341250002,101,0.03831562974203338
