Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award,Cluster
10302.0,0,4,1,1,30298.0,19,0.0,0.0,7591,1,Bonus Accumulators
80331.0,0,3,1,1,15489.0,18,0.0,0.0,7634,1,Bonus Accumulators
69882.0,0,1,1,1,180.0,6,0.0,0.0,7582,0,Inactive Base
95658.0,0,1,1,1,5269.0,18,0.0,0.0,7584,0,Inactive Base
203211.125,0,5,1,1,57651.875,15,0.0,0.0,7582,1,Bonus Accumulators
203211.125,0,4,1,1,44615.0,16,0.0,0.0,7577,1,Bonus Accumulators
21694.0,0,4,1,1,45230.0,20,700.0,2.0,7575,1,Frequent Flyers
71767.0,0,5,1,1,57651.875,13,0.0,0.0,7570,1,Bonus Accumulators
35820.0,0,1,1,1,0.0,0,0.0,0.0,7575,0,Inactive Base
203211.125,0,3,1,1,23740.0,6,783.75,2.0,7563,1,Frequent Flyers
149285.0,0,1,1,1,15656.0,13,783.75,2.5,7561,1,Frequent Flyers
120941.0,0,4,1,1,42301.0,21,0.0,0.0,7588,0,Bonus Accumulators
203211.125,0,4,1,1,43533.0,19,783.75,2.5,7575,1,Frequent Flyers
106961.0,0,1,1,1,7357.0,19,200.0,2.0,7572,1,Frequent Flyers
28086.0,0,2,1,1,7368.0,12,0.0,0.0,7549,1,Inactive Base
60230.0,0,1,1,1,500.0,1,0.0,0.0,7544,1,Inactive Base
6663.0,0,1,1,1,1125.0,7,750.0,2.5,7575,1,Frequent Flyers
48145.0,0,1,1,1,10735.0,27,0.0,0.0,7540,0,Inactive Base
127807.0,0,3,1,1,17086.0,16,783.75,2.5,7537,1,Frequent Flyers
32948.0,0,1,1,1,50.0,1,50.0,1.0,7569,0,Inactive Base
8933.0,0,2,1,1,8860.0,14,0.0,0.0,7533,1,Bonus Accumulators
49885.0,0,3,1,1,23640.0,17,0.0,0.0,7533,0,Bonus Accumulators
89999.0,0,3,1,1,11694.0,13,0.0,0.0,7530,0,Bonus Accumulators
203211.125,0,4,1,1,57173.0,38,783.75,2.5,7523,1,Frequent Flyers
203211.125,0,1,1,1,3250.0,8,0.0,0.0,7521,0,Inactive Base
203211.125,0,5,1,1,57651.875,31,0.0,0.0,7514,0,Bonus Accumulators
72173.0,0,1,1,1,2954.0,13,232.0,1.0,7509,0,Inactive Base
123516.0,0,5,1,1,57651.875,31,500.0,2.0,7507,1,Frequent Flyers
143080.0,0,4,1,1,44373.0,38,783.75,2.5,7575,1,Frequent Flyers
203211.125,0,5,1,1,57651.875,24,0.0,0.0,7500,1,Bonus Accumulators
52738.0,0,1,1,1,0.0,0,0.0,0.0,7498,0,Inactive Base
24523.0,0,1,1,1,100.0,1,0.0,0.0,7493,1,Inactive Base
134601.0,0,1,1,1,0.0,0,0.0,0.0,7493,0,Inactive Base
32742.0,0,5,1,1,57651.875,26,0.0,0.0,7488,1,Bonus Accumulators
108341.0,0,3,1,1,19670.0,21,0.0,0.0,7488,0,Bonus Accumulators
8669.0,0,1,3,1,11397.0,16,0.0,0.0,7486,1,Inactive Base
118940.0,0,4,1,1,36001.0,17,150.0,1.0,7484,1,Bonus Accumulators
41385.0,0,4,1,1,26948.0,14,0.0,0.0,7481,1,Bonus Accumulators
28621.0,0,2,1,1,13878.0,20,783.75,2.5,7479,1,Frequent Flyers
16230.0,0,1,1,1,486.0,2,0.0,0.0,7477,0,Inactive Base
152881.0,0,5,1,1,57651.875,18,500.0,1.0,7474,1,Bonus Accumulators
37348.0,0,1,1,1,0.0,0,0.0,0.0,7472,0,Inactive Base
51468.0,0,1,1,1,2278.0,9,0.0,0.0,7460,0,Inactive Base
95989.0,0,5,1,1,57651.875,30,783.75,2.5,7518,1,Frequent Flyers
23184.0,0,1,1,1,3694.0,12,783.75,2.5,7467,1,Frequent Flyers
27381.0,0,3,1,1,18009.0,18,0.0,0.0,7524,1,Bonus Accumulators
6854.0,0,1,1,1,0.0,0,0.0,0.0,7467,0,Inactive Base
201346.0,0,5,1,1,57651.875,34,600.0,2.5,7463,1,Frequent Flyers
31588.0,0,1,1,1,2947.0,8,0.0,0.0,7463,0,Inactive Base
203211.125,0,1,1,1,4671.0,14,0.0,0.0,7498,0,Bonus Accumulators
8298.0,0,3,1,1,20087.0,15,0.0,0.0,7498,1,Bonus Accumulators
10097.0,0,1,1,1,2700.0,1,783.75,1.0,7498,0,Inactive Base
114356.0,0,4,1,1,27308.0,14,0.0,0.0,7456,0,Bonus Accumulators
1344.0,0,1,1,1,1134.0,9,0.0,0.0,7498,0,Inactive Base
59797.0,0,1,1,1,7069.0,4,0.0,0.0,7444,0,Inactive Base
189053.0,0,3,1,1,24156.0,22,0.0,0.0,7439,1,Bonus Accumulators
143481.0,0,4,1,1,45891.0,15,0.0,0.0,7437,0,Bonus Accumulators
203211.125,0,5,1,1,57651.875,32,783.75,2.5,7467,1,Frequent Flyers
203211.125,0,5,1,1,57651.875,35,550.0,2.0,7467,1,Frequent Flyers
75039.0,0,1,1,1,2750.0,10,250.0,1.0,7435,1,Inactive Base
20203.0,0,1,1,1,750.0,6,0.0,0.0,7467,0,Inactive Base
193976.0,0,3,1,1,10849.0,14,0.0,0.0,7416,0,Bonus Accumulators
98224.0,0,2,1,1,5570.0,11,0.0,0.0,7467,0,Inactive Base
117329.0,0,1,2,1,6448.0,11,0.0,0.0,7416,1,Bonus Accumulators
119239.0,0,4,1,1,36362.0,15,250.0,1.0,7467,1,Bonus Accumulators
53715.0,0,2,1,1,7164.0,15,300.0,2.0,7416,0,Frequent Flyers
153747.0,0,5,1,1,57651.875,15,0.0,0.0,7409,0,Bonus Accumulators
133309.0,0,3,1,1,23987.0,13,0.0,0.0,7415,1,Bonus Accumulators
81380.0,0,5,1,1,56524.0,22,0.0,0.0,7404,1,Bonus Accumulators
22074.0,0,1,1,1,6039.0,15,0.0,0.0,7404,0,Inactive Base
24051.0,0,2,1,1,8764.0,13,0.0,0.0,7395,1,Bonus Accumulators
11449.0,0,2,1,1,9057.0,13,0.0,0.0,7397,1,Inactive Base
182317.0,0,2,1,1,19489.0,17,273.0,1.0,7397,1,Bonus Accumulators
46184.0,0,1,1,1,3125.0,12,500.0,1.0,7388,0,Inactive Base
203211.125,0,1,1,1,8471.0,18,500.0,1.0,7406,1,Frequent Flyers
30962.0,0,5,1,1,57651.875,37,783.75,2.5,7360,1,Frequent Flyers
15525.0,0,1,1,1,3853.0,6,0.0,0.0,7406,0,Inactive Base
163530.0,0,5,1,1,57651.875,25,0.0,0.0,7406,0,Bonus Accumulators
2075.0,0,2,1,1,5002.0,14,0.0,0.0,7374,1,Inactive Base
203211.125,0,4,1,1,41186.0,13,0.0,0.0,7369,0,Bonus Accumulators
118934.0,0,5,1,1,57651.875,37,783.75,2.5,7354,0,Frequent Flyers
203211.125,0,5,1,1,57651.875,22,0.0,0.0,7348,1,Bonus Accumulators
12526.0,0,4,1,1,56076.0,19,783.75,2.5,7375,1,Frequent Flyers
176090.0,0,1,1,1,5300.0,9,783.75,2.5,7344,0,Frequent Flyers
15221.0,0,1,1,1,4425.0,9,0.0,0.0,7361,1,Inactive Base
92875.0,0,5,1,1,57651.875,14,0.0,0.0,7344,1,Bonus Accumulators
88702.0,0,2,1,1,9620.0,13,50.0,1.0,7406,0,Inactive Base
62882.0,0,1,1,1,1925.0,8,0.0,0.0,7375,0,Inactive Base
30015.0,0,1,1,1,5875.0,32,0.0,0.0,7341,0,Inactive Base
87293.0,0,3,1,1,21584.0,17,783.75,2.0,7406,0,Frequent Flyers
45225.0,0,3,1,1,14711.0,15,0.0,0.0,7339,1,Bonus Accumulators
96098.0,0,1,1,1,12500.0,4,0.0,0.0,7339,1,Inactive Base
203211.125,0,5,1,1,57651.875,12,0.0,0.0,7375,0,Bonus Accumulators
203211.125,0,1,1,1,8534.0,14,783.75,2.5,7375,0,Frequent Flyers
25279.0,0,2,1,1,14938.0,26,0.0,0.0,7327,1,Bonus Accumulators
198137.0,0,1,1,1,6303.0,6,500.0,1.0,7323,0,Frequent Flyers
203211.125,0,5,1,1,57651.875,18,250.0,2.5,7375,1,Bonus Accumulators
149733.0,0,1,1,1,605.0,3,500.0,1.0,7323,0,Inactive Base
70730.0,0,1,1,1,1319.0,12,0.0,0.0,7316,0,Inactive Base
164613.0,0,2,1,1,11095.0,13,0.0,0.0,7375,0,Bonus Accumulators
47557.0,0,2,1,1,10267.0,18,200.0,2.5,7345,0,Frequent Flyers
35065.0,0,1,1,1,5400.0,5,783.75,2.5,7311,1,Frequent Flyers
105769.0,0,3,1,1,23097.0,16,0.0,0.0,7345,1,Bonus Accumulators
35900.0,0,1,1,1,0.0,0,0.0,0.0,7304,0,Inactive Base
43088.0,0,1,1,1,4000.0,1,0.0,0.0,7345,0,Inactive Base
58703.0,0,4,1,1,46473.0,34,783.75,2.5,7296,1,Frequent Flyers
70354.0,0,5,1,1,57651.875,22,0.0,0.0,7290,1,Bonus Accumulators
145726.0,0,3,1,1,19019.0,15,0.0,0.0,7292,1,Bonus Accumulators
121639.0,0,5,1,1,57651.875,7,0.0,0.0,7288,1,Bonus Accumulators
70676.0,0,5,1,1,57651.875,15,0.0,0.0,7288,1,Bonus Accumulators
18263.0,0,1,1,1,2100.0,4,783.75,2.0,7285,0,Frequent Flyers
51250.0,0,1,1,1,0.0,0,0.0,0.0,7283,0,Inactive Base
203211.125,0,1,1,1,17108.0,32,783.75,2.5,7283,1,Frequent Flyers
12895.0,0,1,1,1,0.0,0,0.0,0.0,7277,0,Inactive Base
120073.0,0,3,1,1,12423.0,29,0.0,0.0,7276,1,Bonus Accumulators
2003.0,0,1,1,1,980.0,2,0.0,0.0,7274,0,Inactive Base
22652.0,0,5,1,1,57642.0,14,0.0,0.0,7271,1,Bonus Accumulators
168515.0,0,1,1,1,4600.0,4,0.0,0.0,7269,0,Inactive Base
44873.0,0,4,1,1,38740.0,18,783.75,2.0,7267,1,Frequent Flyers
190542.0,0,1,1,1,8487.0,9,0.0,0.0,7267,0,Inactive Base
156230.0,0,1,1,1,5300.0,8,783.75,2.5,7260,1,Frequent Flyers
79211.0,0,4,1,1,36776.0,14,0.0,0.0,7260,1,Bonus Accumulators
98006.0,0,4,1,1,46349.0,20,783.75,2.5,7332,1,Frequent Flyers
33982.0,0,5,1,1,57651.875,17,0.0,0.0,7255,1,Bonus Accumulators
62998.0,0,2,1,1,11326.0,24,0.0,0.0,7253,0,Bonus Accumulators
137908.0,0,5,1,1,57651.875,19,0.0,0.0,7250,1,Bonus Accumulators
45586.0,0,4,1,1,37459.0,15,0.0,0.0,7246,0,Bonus Accumulators
203211.125,0,5,1,1,57651.875,16,783.75,2.0,7243,1,Frequent Flyers
145993.0,0,5,1,1,57651.875,17,500.0,1.0,7229,1,Bonus Accumulators
203211.125,0,5,1,1,57651.875,20,0.0,0.0,7279,1,Bonus Accumulators
12195.0,0,1,1,1,3875.0,17,0.0,0.0,7229,0,Inactive Base
16622.0,0,1,1,1,0.0,0,0.0,0.0,7229,0,Inactive Base
141813.0,0,4,1,1,39743.0,14,0.0,0.0,7254,0,Bonus Accumulators
58139.0,0,4,1,1,38408.0,16,150.0,1.0,7227,1,Bonus Accumulators
203211.125,0,3,1,1,20521.0,16,0.0,0.0,7220,0,Bonus Accumulators
149286.0,0,4,1,1,42141.0,30,783.75,2.5,7222,1,Frequent Flyers
35945.0,0,1,1,1,0.0,0,0.0,0.0,7220,0,Inactive Base
28218.0,0,1,1,1,750.0,4,750.0,2.5,7232,1,Frequent Flyers
7061.0,0,1,1,1,7100.0,12,0.0,0.0,7218,0,Inactive Base
203211.125,0,4,1,1,49198.0,20,0.0,0.0,7215,1,Bonus Accumulators
203211.125,0,4,1,1,28200.0,27,0.0,0.0,7213,0,Bonus Accumulators
125465.0,0,3,1,1,14750.0,9,0.0,0.0,7206,0,Bonus Accumulators
94222.0,0,4,1,1,52081.0,24,0.0,0.0,7201,1,Bonus Accumulators
123370.0,0,1,1,1,7478.0,16,0.0,0.0,7197,0,Inactive Base
203211.125,0,1,1,1,8001.0,25,783.75,2.5,7326,1,Frequent Flyers
112969.0,0,2,1,1,7572.0,7,0.0,0.0,7192,0,Inactive Base
46430.0,0,1,1,1,2100.0,4,500.0,1.0,7194,0,Inactive Base
179433.0,0,4,1,1,30476.0,15,0.0,0.0,7187,0,Bonus Accumulators
20746.0,0,4,1,1,37534.0,17,0.0,0.0,7185,1,Bonus Accumulators
61455.0,0,4,1,1,28765.0,17,0.0,0.0,7183,1,Bonus Accumulators
203211.125,0,5,1,1,57651.875,20,783.75,2.5,7183,1,Frequent Flyers
179559.0,0,3,1,1,17819.0,12,783.75,2.0,7173,1,Frequent Flyers
119977.0,0,1,1,1,9275.0,16,783.75,2.5,7226,1,Frequent Flyers
16928.0,0,1,1,1,1000.0,1,0.0,0.0,7173,0,Inactive Base
65316.0,0,1,1,1,3917.0,10,0.0,0.0,7254,0,Inactive Base
203211.125,0,1,1,1,11398.0,3,398.0,1.0,7162,1,Frequent Flyers
52060.0,0,1,1,1,6500.0,3,0.0,0.0,7162,1,Inactive Base
84700.0,0,3,1,1,13544.0,17,0.0,0.0,7162,0,Bonus Accumulators
203211.125,0,3,1,1,32404.0,20,783.75,2.0,7159,1,Frequent Flyers
20457.0,0,4,1,1,51399.0,16,0.0,0.0,7193,1,Bonus Accumulators
203211.125,0,1,1,1,21666.0,19,783.75,2.5,7155,1,Frequent Flyers
50325.0,0,3,1,1,11930.0,14,0.0,0.0,7155,0,Bonus Accumulators
203211.125,0,1,1,1,258.0,2,258.0,2.0,7141,1,Frequent Flyers
73849.0,0,2,1,1,11793.0,21,0.0,0.0,7250,0,Bonus Accumulators
203211.125,0,5,1,1,57651.875,26,783.75,2.5,7164,1,Frequent Flyers
138999.0,0,5,1,1,57651.875,29,600.0,2.5,7153,1,Frequent Flyers
65573.0,0,1,1,1,3875.0,23,0.0,0.0,7130,0,Inactive Base
172288.0,0,5,1,1,57651.875,10,0.0,0.0,7130,1,Bonus Accumulators
47958.0,0,1,1,1,0.0,0,0.0,0.0,7130,0,Inactive Base
